@RELATION Census

@ATTRIBUTE attribute_0 REAL
@ATTRIBUTE attribute_1 REAL
@ATTRIBUTE attribute_2 REAL
@ATTRIBUTE attribute_3 REAL
@ATTRIBUTE attribute_4 REAL
@ATTRIBUTE attribute_5 REAL
@ATTRIBUTE attribute_6 REAL
@ATTRIBUTE attribute_7 REAL
@ATTRIBUTE attribute_8 REAL
@ATTRIBUTE attribute_9 REAL
@ATTRIBUTE attribute_10 REAL
@ATTRIBUTE attribute_11 REAL
@ATTRIBUTE attribute_12 REAL
@ATTRIBUTE attribute_13 REAL
@ATTRIBUTE attribute_14 {0,1}

@DATA
18,1,60981,2,10,3,4,2,1,1,2176,0,35,1,1
59,1,77884,7,11,3,2,4,3,0,0,0,40,1,1
50,1,65408,4,9,1,2,3,1,0,0,0,50,1,0
31,1,1.7328e+05,1,13,1,1,3,3,0,0,0,40,1,0
52,9,3.1835e+05,2,10,1,15,1,1,1,0,0,40,1,0
41,2,1.5769e+05,2,10,1,5,3,1,0,0,0,40,1,0
45,1,2.7743e+05,6,12,5,1,5,1,0,0,0,40,1,0
54,5,1.8462e+05,11,14,2,6,4,1,1,0,0,40,1,1
22,1,34443,4,9,3,10,4,1,0,0,0,25,1,1
50,1,2.6855e+05,4,9,1,11,3,1,0,7298,0,40,1,0
20,9,41356,6,12,3,15,4,1,1,0,0,32,1,1
43,1,4.5934e+05,4,9,2,9,4,1,1,0,0,40,1,1
48,5,1.4855e+05,1,13,1,6,3,1,0,0,0,40,1,1
24,1,2.5429e+05,1,13,3,5,4,1,0,2174,0,45,1,1
54,1,1.045e+05,2,10,1,4,3,1,0,15024,0,40,1,0
26,1,2.3837e+05,4,9,1,9,3,1,0,0,0,40,1,1
53,1,1.8044e+05,1,13,1,2,3,1,0,0,0,40,1,0
51,3,1.0003e+05,14,16,1,6,3,1,0,15024,0,40,1,0
54,1,2.1599e+05,11,14,1,5,3,1,0,0,1887,44,1,0
32,6,1.1157e+05,4,9,1,2,3,1,0,0,0,49,1,0
46,1,3.1916e+05,4,9,1,2,3,2,0,0,0,40,1,1
60,9,1.6016e+05,1,13,1,15,3,1,0,0,0,12,1,1
52,5,3.7805e+05,4,9,2,9,4,1,1,0,0,45,1,1
44,1,1.7708e+05,4,9,2,9,4,1,1,0,0,40,1,1
56,3,1.1989e+05,2,10,1,5,3,1,0,0,1672,40,1,1
57,1,1.2778e+05,4,9,1,5,3,1,0,0,0,40,1,1
35,1,2.9935e+05,4,9,3,3,5,2,1,0,0,40,1,1
30,1,63861,6,12,3,1,4,1,1,0,0,40,1,1
29,1,1.124e+05,2,10,3,7,4,1,0,0,0,35,1,1
49,1,83610,1,13,1,5,3,1,0,7688,0,66,1,0
28,1,4.5281e+05,13,6,3,7,4,1,0,0,0,40,1,1
30,1,1.7687e+05,2,10,4,9,5,2,1,0,0,40,1,1
45,1,1.0065e+05,4,9,2,3,4,1,0,0,1980,40,1,1
17,1,2.6613e+05,13,6,3,3,2,1,0,0,0,12,1,1
54,5,1.9631e+05,13,6,1,9,3,1,0,0,0,40,1,1
31,1,87891,2,10,1,9,3,1,0,0,0,40,1,1
54,1,1.8231e+05,14,16,1,5,3,1,0,0,1977,50,1,0
55,9,1.3682e+05,1,13,1,15,3,1,0,0,0,40,1,1
26,1,1.8167e+05,6,12,1,9,2,1,1,0,0,40,42,1
37,1,1.7967e+05,8,5,1,7,3,1,0,0,0,50,1,1
34,1,27494,4,9,2,2,4,4,0,0,0,48,1,0
38,1,3.3832e+05,1,13,1,6,3,1,0,0,0,40,5,1
51,1,1.9969e+05,2,10,1,5,3,1,0,0,0,45,1,1
41,1,96635,4,9,3,5,4,3,0,0,0,60,1,1
24,1,1.6506e+05,2,10,3,7,4,1,0,0,0,40,1,1
56,3,1.0986e+05,1,13,1,5,3,1,0,15024,0,50,1,0
33,1,82393,4,9,3,2,2,3,0,0,0,40,1,1
31,1,2.0954e+05,13,6,1,8,3,1,0,0,0,40,1,1
27,1,2.0989e+05,2,10,3,7,4,2,0,0,0,50,1,1
32,2,56026,1,13,1,4,6,1,0,0,0,45,1,1
35,1,2.1084e+05,6,12,1,5,3,1,0,0,0,40,4,1
43,1,1.1716e+05,2,10,1,2,3,1,0,0,0,45,1,0
40,1,1.9314e+05,4,9,2,3,5,1,1,0,0,36,1,1
19,2,1.3758e+05,4,9,3,3,2,1,0,0,0,53,1,1
23,1,2.3411e+05,6,12,3,7,2,1,0,0,0,32,1,1
40,1,1.5577e+05,4,9,4,8,5,1,0,0,0,40,1,1
59,1,1.1082e+05,4,9,2,2,4,1,0,0,0,38,1,0
43,1,4.0328e+05,4,9,1,2,3,1,0,0,0,40,1,1
43,2,1.4727e+05,13,6,1,2,3,1,0,0,0,60,42,1
53,1,1.2309e+05,4,9,5,8,4,1,1,0,0,40,1,1
26,1,1.6567e+05,4,9,1,4,3,1,0,0,0,40,1,1
68,3,1.8213e+05,2,10,1,5,3,1,0,10605,0,20,1,0
41,1,2.0442e+05,1,13,1,4,3,1,0,0,0,48,1,0
32,2,92531,4,9,2,2,5,1,0,0,0,40,1,1
25,6,1.5703e+05,1,13,3,5,4,1,0,0,0,40,1,1
20,1,2.2865e+05,4,9,3,3,2,1,0,0,0,40,1,1
22,1,1.4725e+05,2,10,3,3,4,1,0,0,0,15,1,1
33,1,1.6078e+05,13,6,1,2,3,1,0,0,0,40,1,1
26,5,1.6319e+05,2,10,1,3,6,1,0,0,0,40,1,1
29,1,1.4634e+05,4,9,3,3,5,2,1,0,0,25,1,1
20,1,2.2581e+05,4,9,3,4,2,1,1,0,0,23,1,1
68,6,2.027e+05,11,14,1,6,3,1,0,0,2377,42,42,0
58,1,3.7411e+05,2,10,2,6,5,1,1,0,0,40,1,1
32,1,93930,4,9,2,8,4,1,0,0,0,40,1,1
23,1,4.1225e+05,6,12,3,3,4,1,1,0,0,25,1,1
30,1,4.2747e+05,8,5,1,3,3,1,0,0,0,40,13,1
67,6,1.6016e+05,2,10,1,10,3,1,0,0,0,8,1,1
26,1,1.596e+05,6,12,3,9,5,1,1,0,0,32,1,1
53,2,1.0102e+05,4,9,1,5,3,1,0,0,0,35,1,1
27,5,1.6386e+05,4,9,1,11,3,1,0,0,0,60,1,1
29,7,2.1259e+05,2,10,1,10,2,1,0,0,0,65,1,1
38,6,3.2194e+05,14,16,1,6,3,1,0,0,0,40,1,0
17,1,3.177e+05,8,5,3,3,2,2,1,0,0,40,1,1
48,1,2.8748e+05,11,14,1,1,3,1,0,0,0,40,1,0
52,1,1.3561e+05,2,10,5,3,5,2,1,0,0,40,42,1
28,1,1.6851e+05,6,12,1,5,1,1,1,0,0,40,1,1
18,1,88642,2,10,3,4,2,1,0,0,0,15,1,1
28,1,2.271e+05,2,10,2,4,4,1,0,0,0,30,1,1
34,1,1.5729e+05,2,10,1,2,3,1,0,0,0,40,1,1
62,1,2.1332e+05,4,9,1,6,3,1,0,0,0,40,1,0
46,1,2.9491e+05,15,3,1,8,3,1,0,0,0,40,13,1
30,1,2.5141e+05,2,10,2,9,5,1,1,0,0,40,1,1
20,1,1.8359e+05,2,10,3,11,2,1,0,0,0,40,1,1
29,1,1.8957e+05,4,9,3,5,4,1,0,2174,0,50,1,1
55,1,2.178e+05,2,10,1,9,3,2,0,0,0,25,1,1
20,1,3.8816e+05,2,10,3,6,2,1,0,0,0,24,1,1
54,1,4.4756e+05,13,6,1,11,3,2,0,0,0,40,1,1
27,1,2.041e+05,13,6,3,2,4,1,0,0,0,30,1,1
43,1,1.9388e+05,2,10,3,9,4,1,0,0,0,55,1,1
17,9,89870,13,6,3,15,2,1,0,0,0,40,1,1
48,6,49595,11,14,2,13,4,1,0,0,0,72,1,1
34,1,2.2887e+05,1,13,3,5,2,1,0,0,0,40,1,1
66,9,1.0819e+05,8,5,1,15,3,2,0,0,0,40,1,1
29,1,1.7603e+05,1,13,3,6,4,1,1,0,0,40,1,1
43,9,4.0537e+05,2,10,4,15,4,2,0,0,0,40,1,1
37,1,39606,7,11,2,4,5,1,1,0,0,40,1,1
56,1,1.7835e+05,2,10,1,6,3,1,0,0,0,40,1,0
58,1,1.6066e+05,13,6,1,2,3,1,0,0,0,40,1,0
54,3,1.9633e+05,1,13,1,4,3,2,0,0,0,40,11,1
45,1,20534,2,10,4,2,4,1,0,0,0,41,1,1
29,3,1.5682e+05,4,9,1,3,3,1,0,0,0,40,1,1
26,1,3.6025e+05,6,12,1,9,1,1,1,0,0,40,1,1
43,1,2.4506e+05,4,9,1,9,3,2,0,0,0,40,1,0
33,5,4.2272e+05,4,9,1,3,3,1,0,0,0,40,1,1
45,2,1.1808e+05,2,10,1,3,3,1,0,3103,0,42,1,1
25,1,2.6298e+05,2,10,3,4,4,1,0,0,0,30,1,1
25,1,1.8758e+05,4,9,1,2,3,1,0,0,0,40,1,1
69,9,2.5932e+05,5,15,2,15,4,1,0,0,0,5,1,1
37,1,1.6092e+05,6,12,1,9,3,1,0,0,0,40,1,1
20,1,1.9425e+05,4,9,3,5,4,1,0,0,0,25,1,1
39,1,1.3437e+05,11,14,1,6,1,1,1,0,1977,24,1,0
17,1,1.2334e+05,13,6,3,4,2,1,1,0,0,20,1,1
27,5,3.3225e+05,4,9,3,10,2,1,0,0,0,40,1,1
26,1,3.5812e+05,4,9,3,3,6,2,1,0,0,40,1,1
55,1,2.0802e+05,15,3,1,8,3,1,0,0,0,40,13,1
39,1,3.1845e+05,3,7,1,6,3,1,0,0,0,60,1,1
41,1,2.0778e+05,4,9,4,3,4,1,1,0,0,40,1,1
34,1,2.3838e+05,12,2,1,2,3,1,0,0,0,40,13,1
51,1,6.7376e+05,7,11,1,5,3,1,0,0,0,50,1,0
67,6,2.3971e+05,14,16,1,6,3,2,0,0,0,12,42,1
40,1,1.3397e+05,2,10,2,8,2,1,0,0,0,40,1,1
58,1,1.3829e+05,6,12,1,2,3,1,0,0,1740,40,1,1
23,1,1.5214e+05,4,9,3,4,4,1,1,0,0,40,1,1
45,5,2.8792e+05,11,14,1,6,3,1,0,0,0,50,1,0
51,1,2.8957e+05,1,13,1,4,3,1,0,7688,0,50,1,0
43,6,78765,2,10,2,5,5,1,0,0,0,40,1,1
25,6,99076,1,13,3,3,4,1,1,2597,0,50,1,1
36,2,2.2489e+05,1,13,1,5,3,1,0,2407,0,40,1,1
58,1,2.0653e+05,4,9,1,2,3,1,0,0,0,50,1,1
33,1,1.2953e+05,4,9,2,8,4,1,0,0,0,40,1,1
60,5,2.0247e+05,7,11,1,3,3,1,0,0,0,40,1,1
24,1,1.6231e+05,4,9,3,4,2,3,0,0,0,40,30,1
45,1,72844,4,9,2,5,4,1,1,0,0,46,1,1
49,1,2.0695e+05,4,9,2,9,4,1,1,0,0,40,1,1
19,1,64112,10,8,3,9,4,1,1,0,0,40,1,1
34,6,20057,2,10,6,9,5,3,1,0,0,38,8,1
42,6,2.2288e+05,1,13,2,9,4,1,0,0,0,40,1,1
25,1,1.3268e+05,4,9,3,12,4,1,1,0,0,50,1,1
73,9,1.7777e+05,4,9,1,15,3,1,0,0,0,15,1,1
59,2,1.4407e+05,15,3,1,3,3,1,0,2580,0,15,21,1
28,1,1.4843e+05,4,9,1,8,3,1,0,2885,0,40,1,1
19,1,1.686e+05,3,7,3,3,6,1,0,0,0,30,1,1
31,6,78291,1,13,3,6,4,1,1,0,0,40,1,1
58,4,2.4393e+05,1,13,3,6,4,1,0,0,0,48,1,1
21,1,2.1504e+05,4,9,3,2,2,1,0,0,0,13,42,1
47,2,1.8567e+05,4,9,1,5,3,1,0,0,0,50,1,0
30,1,1.2114e+05,1,13,3,4,4,1,0,0,0,40,1,0
41,1,1.7386e+05,9,4,1,2,3,3,0,0,0,40,31,1
59,9,87247,13,6,2,15,4,1,1,0,0,40,3,1
43,1,3.3499e+05,2,10,4,11,5,1,0,4934,0,51,1,0
48,1,93476,4,9,4,9,4,1,1,0,2001,40,1,1
44,1,1.7428e+05,1,13,1,4,3,1,0,0,0,50,1,0
44,1,1.2868e+05,2,10,3,9,4,2,1,0,0,40,1,1
24,1,2.0584e+05,1,13,3,5,2,2,1,0,0,40,1,1
28,1,62535,4,9,1,2,3,1,0,0,0,43,1,1
50,1,2.4061e+05,4,9,6,5,5,1,1,0,0,10,1,1
33,1,1.7699e+05,2,10,1,2,3,1,0,0,0,40,1,0
23,5,2.5413e+05,1,13,3,6,6,1,1,0,0,50,1,1
30,9,1.3874e+05,4,9,3,15,2,1,0,0,0,40,1,1
46,1,1.2846e+05,13,6,1,7,3,1,0,0,0,40,1,1
21,6,56582,2,10,3,1,2,1,0,0,0,10,1,1
52,1,1.5375e+05,8,5,4,3,4,2,1,0,0,30,1,1
26,1,2.8434e+05,1,13,3,6,4,1,0,0,0,50,1,1
27,6,3.1269e+05,1,13,3,1,4,1,0,0,0,12,1,1
28,1,1.1152e+05,3,7,3,8,5,1,1,0,0,40,17,1
50,3,3.0496e+05,1,13,1,4,3,1,0,0,0,60,1,0
28,1,2.886e+05,4,9,1,2,3,1,0,0,0,35,1,1
61,2,1.1739e+05,3,7,1,5,3,1,0,0,0,20,1,1
32,1,2.3048e+05,9,4,4,4,5,1,1,0,0,35,1,1
30,4,3.1928e+05,2,10,3,2,4,1,0,0,0,40,1,1
51,5,1.8642e+05,1,13,2,9,4,1,1,0,0,40,1,1
40,5,1.4737e+05,2,10,3,13,4,1,0,0,2444,40,1,0
36,1,1.4593e+05,4,9,3,5,4,1,0,0,2258,70,1,1
28,1,1.1016e+05,2,10,2,3,6,2,0,0,0,24,1,1
49,1,2.2545e+05,6,12,1,6,3,1,0,0,0,45,1,0
61,2,2.2034e+05,9,4,1,11,3,1,0,0,0,30,1,1
41,2,1.44e+05,1,13,1,5,3,1,0,0,0,60,1,0
55,1,2.2537e+05,4,9,5,3,5,1,1,0,0,30,1,1
36,1,1.8798e+05,1,13,1,6,1,1,1,0,0,40,1,1
21,1,89991,2,10,3,9,2,1,1,0,0,40,1,1
57,2,2.2591e+05,2,10,1,11,3,1,0,0,0,45,1,0
49,3,2.2974e+05,5,15,1,6,3,1,0,99999,0,37,1,0
59,1,1.4557e+05,3,7,1,9,3,1,0,0,0,40,1,1
41,1,2.7436e+05,2,10,4,4,4,1,0,0,0,80,1,0
59,1,3.6539e+05,2,10,1,2,3,1,0,0,0,40,1,1
20,1,2.6647e+05,4,9,3,3,2,1,0,0,0,25,1,1
42,1,1.8338e+05,2,10,2,9,4,2,1,0,0,40,1,1
41,5,1.128e+05,11,14,2,6,5,1,1,0,0,60,1,1
45,4,76008,1,13,1,5,3,1,0,0,0,50,1,0
36,1,1.5678e+05,4,9,3,4,6,3,1,0,0,40,42,1
42,5,1.8691e+05,6,12,1,5,1,1,1,0,0,45,1,0
25,1,25497,1,13,1,6,3,1,0,0,0,40,1,1
45,1,1.0277e+05,4,9,1,2,3,1,0,0,1887,40,1,0
58,2,2.4884e+05,4,9,1,4,3,1,0,15024,0,40,1,0
39,1,30916,4,9,1,2,3,1,0,0,0,40,1,1
34,1,1.2327e+05,4,9,1,2,3,1,0,0,0,40,1,0
22,2,2.1017e+05,2,10,3,2,4,1,0,0,0,40,1,1
44,1,2.226e+05,4,9,2,1,4,1,0,0,0,50,1,0
53,3,1.8807e+05,2,10,5,4,5,1,1,0,0,40,1,1
22,1,1.1959e+05,6,12,3,7,4,2,0,0,2824,40,42,0
27,1,2.5031e+05,8,5,1,13,3,1,0,0,0,40,16,1
60,1,2.0593e+05,4,9,4,3,4,1,1,0,0,25,1,1
46,1,1.8617e+05,1,13,1,6,3,1,0,3103,0,40,1,0
56,3,98418,5,15,1,6,3,1,0,99999,0,40,1,0
36,1,3.2998e+05,1,13,3,5,4,1,0,27828,0,40,1,0
56,1,1.4765e+05,4,9,2,9,5,1,1,0,0,32,1,1
35,9,1.9595e+05,2,10,1,15,3,3,0,0,0,40,8,0
29,3,1.6822e+05,1,13,1,5,3,1,0,0,1740,70,1,1
19,1,1.518e+05,13,6,3,7,2,1,0,0,0,39,1,1
38,1,1.7715e+05,4,9,1,3,3,1,0,0,0,40,1,1
40,4,73883,2,10,1,1,3,1,0,0,0,40,1,0
52,1,1.7571e+05,6,12,1,5,3,1,0,0,0,55,1,0
22,1,43535,2,10,1,5,1,1,1,0,0,40,1,1
32,6,1.0451e+05,4,9,2,3,4,1,1,0,0,25,1,1
27,1,1.1823e+05,1,13,3,5,2,1,1,0,0,40,1,1
25,1,1.5205e+05,1,13,3,6,2,1,1,0,0,40,16,1
36,1,52327,11,14,1,6,3,5,0,0,0,40,33,0
22,1,2.1889e+05,10,8,3,7,2,4,0,0,0,40,1,1
32,2,84119,4,9,1,2,3,1,0,0,0,45,1,1
37,1,1.8967e+05,1,13,4,5,5,2,1,0,0,40,1,1
22,1,2.2299e+05,4,9,3,6,2,1,0,0,0,54,1,1
29,1,47429,4,9,1,9,1,1,1,0,0,40,1,0
42,1,1.45e+05,16,1,3,7,4,1,0,0,0,25,1,1
45,1,1.8797e+05,7,11,3,4,4,1,1,0,0,38,1,1
33,1,2.884e+05,1,13,2,9,4,1,1,0,0,45,1,1
39,1,1.1459e+05,2,10,4,6,5,1,1,0,0,40,1,1
27,1,1.6774e+05,10,8,3,8,4,1,0,0,0,45,1,1
53,5,2.4883e+05,1,13,1,6,1,1,1,0,0,50,1,0
30,1,1.6569e+05,1,13,3,3,4,1,1,0,0,40,1,1
52,2,40200,2,10,5,2,4,2,0,0,0,35,1,1
43,3,1.1716e+05,1,13,1,4,3,1,0,15024,0,60,1,0
47,5,2.1666e+05,11,14,3,6,4,1,0,0,0,35,1,0
61,1,1.2424e+05,4,9,1,13,3,2,0,0,0,40,27,1
39,5,2.3912e+05,11,14,2,6,4,2,0,0,0,40,36,1
47,1,1.9007e+05,2,10,2,4,5,1,0,0,0,50,1,1
19,1,3.7811e+05,4,9,1,2,3,1,0,0,0,25,1,1
37,1,2.3699e+05,2,10,1,8,3,1,0,3464,0,40,1,1
31,1,1.0176e+05,4,9,1,2,3,1,0,0,0,51,1,1
69,2,37745,7,11,1,4,3,1,0,0,0,8,1,1
22,9,4.2449e+05,2,10,3,15,2,1,0,0,0,25,1,1
29,1,1.3044e+05,4,9,1,8,3,1,0,0,0,40,1,1
24,1,1.0061e+05,2,10,3,8,2,5,0,0,0,14,1,1
42,1,2.2078e+05,4,9,4,7,5,1,0,0,0,40,10,1
30,5,1.5495e+05,1,13,1,13,3,1,0,0,0,72,1,0
28,1,1.9228e+05,11,14,6,4,4,1,1,0,0,80,1,0
27,1,2.1077e+05,7,11,3,7,4,1,0,0,0,40,1,1
53,1,1.4748e+05,4,9,2,5,4,2,1,0,0,40,1,1
35,6,1.9324e+05,4,9,1,2,3,1,0,0,1651,40,1,1
22,1,1.0905e+05,10,8,1,11,3,1,0,0,0,40,1,1
25,1,2.6562e+05,4,9,4,13,2,2,0,0,0,40,1,1
38,5,1.7286e+05,1,13,1,6,1,2,1,0,1887,40,1,0
27,1,68848,1,13,3,9,5,1,1,0,0,35,1,1
30,1,2.2905e+05,8,5,1,3,3,1,0,0,0,37,1,1
27,1,1.0604e+05,1,13,2,6,2,1,1,0,0,50,1,1
25,1,1.1284e+05,1,13,3,6,4,1,0,0,0,40,1,1
36,9,2.054e+05,4,9,5,15,4,1,1,0,0,4,1,1
32,1,2.834e+05,4,9,3,8,4,1,1,0,0,40,1,1
70,1,1.9574e+05,13,6,5,2,5,1,0,0,0,45,1,1
50,1,36480,4,9,1,5,3,1,0,0,0,40,1,1
40,1,3.0329e+05,2,10,1,3,1,1,1,0,0,35,1,1
34,1,2.939e+05,3,7,6,2,4,2,0,0,0,55,1,1
57,2,1.6592e+05,4,9,1,2,3,1,0,0,0,50,1,1
39,1,65738,11,14,3,3,4,1,1,0,0,32,1,1
49,1,1.7507e+05,2,10,2,3,5,1,1,0,0,40,1,1
43,1,3.3981e+05,2,10,1,6,3,1,0,5178,0,40,1,0
26,1,1.5013e+05,4,9,3,9,4,1,1,0,0,45,1,1
31,1,3.7737e+05,2,10,2,9,5,2,1,0,0,40,28,1
60,2,1.6615e+05,2,10,1,4,3,1,0,0,0,50,1,1
46,1,1.1017e+05,11,14,1,6,3,1,0,15024,0,50,1,0
26,1,94477,2,10,1,11,3,1,0,7298,0,55,1,0
27,1,1.9424e+05,5,15,3,6,2,1,1,0,0,40,1,1
31,1,1.0635e+05,2,10,1,9,1,2,1,0,0,40,1,1
59,1,2.1487e+05,4,9,5,5,5,1,1,0,0,50,1,1
19,9,1.8562e+05,2,10,3,15,2,1,1,0,0,20,1,1
18,1,96445,2,10,3,3,2,1,1,0,0,24,1,1
22,1,1.0263e+05,2,10,1,5,3,1,0,0,0,45,1,1
24,1,2.0903e+05,6,12,1,4,2,1,1,0,0,20,1,1
53,6,1.5349e+05,13,6,1,11,3,1,0,0,0,40,1,0
43,1,1.4437e+05,4,9,1,7,3,1,0,0,0,42,1,0
24,1,1.8621e+05,2,10,1,1,3,1,0,0,0,50,1,0
60,1,1.8824e+05,13,6,5,1,5,1,1,0,0,40,1,1
24,1,4.1841e+05,4,9,1,2,3,1,0,0,0,40,1,1
52,4,1.258e+05,4,9,3,9,4,2,0,0,0,40,1,1
32,1,1.833e+05,7,11,1,11,3,1,0,0,0,99,1,0
34,1,3.2959e+05,13,6,4,3,4,1,1,0,0,35,1,1
35,5,1.8257e+05,6,12,1,13,3,1,0,0,0,40,1,0
38,1,4.4665e+05,8,5,6,7,4,1,0,0,0,40,13,1
34,2,2.543e+05,4,9,1,10,3,1,0,4508,0,90,1,1
53,5,1.3126e+05,5,15,3,6,4,1,1,0,0,50,1,0
23,1,1.0363e+05,4,9,3,9,4,1,1,0,0,40,1,1
40,1,2.419e+05,2,10,1,9,3,1,0,0,0,40,1,1
40,1,2.4495e+05,4,9,1,2,3,1,0,0,0,40,1,1
50,1,20795,4,9,1,10,3,1,0,0,0,60,1,0
17,1,3.4732e+05,13,6,3,4,2,1,1,0,0,20,1,1
53,5,1.04e+05,1,13,2,6,4,1,1,0,1876,54,1,1
32,1,53206,1,13,2,2,4,1,0,0,0,50,1,0
43,9,3.8784e+05,4,9,3,15,6,1,1,0,0,40,1,1
18,1,57108,3,7,3,4,2,1,0,0,0,16,1,1
62,1,1.7779e+05,13,6,2,3,2,1,1,0,0,40,1,1
45,1,33794,11,14,1,3,3,1,0,0,0,40,1,1
46,1,2.4994e+05,14,16,1,6,3,1,0,0,0,70,1,1
73,2,2.4112e+05,9,4,1,10,3,1,0,0,0,40,1,1
64,1,98586,14,16,1,6,3,1,0,0,0,60,1,0
26,1,1.8192e+05,1,13,1,6,1,1,1,0,0,45,1,0
23,1,4.3447e+05,4,9,3,4,4,1,0,0,0,48,1,1
30,1,1.1336e+05,4,9,3,8,6,1,0,0,0,40,12,1
51,1,2.4971e+05,2,10,2,9,5,1,1,0,0,40,1,1
35,2,95455,1,13,2,5,5,1,1,0,0,55,1,1
39,1,2.0987e+05,2,10,3,9,4,1,1,13550,0,45,1,0
35,3,79586,11,14,1,6,3,3,0,0,0,40,27,0
41,1,2.8967e+05,4,9,5,8,4,1,1,0,0,40,1,1
31,1,3.4717e+05,2,10,2,2,2,1,0,4650,0,40,1,1
40,1,53835,1,13,1,4,3,1,0,0,0,50,1,0
46,5,14878,5,15,1,6,3,3,0,0,0,40,8,0
31,1,2.6613e+05,4,9,3,3,4,1,1,0,0,30,1,1
41,3,1.4666e+05,2,10,2,8,4,1,1,0,0,40,7,1
42,1,1.2528e+05,1,13,1,5,3,1,0,3137,0,40,1,1
23,1,1.7354e+05,4,9,3,4,2,1,0,0,0,40,1,1
21,9,77665,2,10,3,15,2,1,0,0,0,35,1,1
49,1,2.8053e+05,2,10,1,9,3,1,0,0,0,45,1,0
53,1,4.7962e+05,7,11,2,1,4,2,0,0,0,40,1,1
38,5,1.9463e+05,1,13,3,13,4,1,1,4787,0,43,1,0
36,1,2.476e+05,6,12,2,5,5,3,1,0,0,40,39,1
32,1,2.5841e+05,2,10,3,2,5,1,0,0,0,72,13,1
20,1,1.0775e+05,3,7,3,11,6,1,0,0,0,40,16,1
17,9,47407,3,7,3,15,2,1,0,0,0,10,1,1
22,1,2.2999e+05,2,10,3,1,6,3,1,0,0,32,1,1
25,1,3.1234e+05,7,11,3,2,5,4,0,0,0,40,1,1
58,1,2.2539e+05,4,9,1,2,3,1,0,0,1902,40,1,1
24,1,3.7372e+05,2,10,3,10,4,1,0,0,0,20,1,1
48,6,1.2013e+05,4,9,2,2,2,1,0,8614,0,40,1,0
20,1,4.7279e+05,12,2,3,10,4,1,0,0,0,30,21,1
60,2,27886,2,10,1,5,3,1,0,0,0,40,1,0
20,1,1.3835e+05,4,9,3,3,6,1,0,0,0,30,1,1
52,1,1.2301e+05,2,10,1,5,3,1,0,0,0,45,1,0
36,1,3.0657e+05,4,9,1,11,1,1,1,0,0,40,1,0
46,5,1.8775e+05,1,13,1,6,3,3,0,0,0,40,8,0
22,1,2.6059e+05,3,7,3,4,5,1,1,0,0,25,1,1
19,1,2.3688e+05,2,10,3,5,2,1,1,0,0,35,1,1
37,1,1.8681e+05,4,9,3,4,5,1,0,0,0,40,1,1
30,1,3.7321e+05,7,11,2,4,4,1,1,0,0,40,1,0
44,1,1.8763e+05,6,12,3,2,4,1,0,0,0,25,1,1
63,9,1.0665e+05,4,9,1,15,3,1,0,0,0,25,1,1
22,1,3.0578e+05,4,9,3,4,4,1,0,0,0,45,5,1
31,3,2.5636e+05,1,13,1,4,3,1,0,3908,0,50,1,1
17,1,2.3995e+05,3,7,3,9,2,1,0,0,0,40,1,1
21,1,3.4904e+05,4,9,3,7,4,1,0,0,0,40,1,1
67,1,1.0525e+05,11,14,1,5,3,1,0,0,0,40,1,0
46,1,1.8272e+05,9,4,2,5,4,1,0,0,0,40,1,1
29,1,1.6621e+05,4,9,2,7,2,1,0,0,0,50,1,1
20,1,1.132e+05,2,10,3,7,2,1,1,0,0,6,1,1
27,1,1.4208e+05,2,10,3,3,2,1,0,0,0,24,1,1
35,1,4.5484e+05,2,10,1,2,3,1,0,0,0,40,1,0
19,1,1.4222e+05,2,10,3,9,2,1,1,0,0,30,1,1
36,1,1.1251e+05,10,8,4,3,5,1,1,0,0,40,13,1
43,1,2.1289e+05,1,13,1,5,3,1,0,15024,0,50,1,0
62,6,2.652e+05,1,13,2,6,4,1,0,0,0,40,1,1
28,1,2.5191e+05,5,15,3,6,4,1,0,0,2339,40,5,1
18,1,1.7063e+05,3,7,3,3,2,1,1,0,0,15,1,1
59,1,3.5404e+05,5,15,1,11,3,2,0,15024,0,50,1,0
37,1,2.5909e+05,1,13,2,5,4,1,0,0,0,40,1,1
27,1,21856,2,10,3,2,4,2,0,0,0,40,1,1
46,5,2.0795e+05,11,14,2,6,5,1,1,0,0,43,1,1
29,1,77009,3,7,4,4,4,1,1,0,2754,42,1,1
33,1,36539,1,13,1,5,1,1,1,0,0,40,1,0
62,1,1.7681e+05,4,9,1,2,3,1,0,0,0,40,1,1
46,1,4.5606e+05,14,16,1,6,3,1,0,0,2415,55,1,0
28,1,2.7775e+05,13,6,1,8,3,1,0,0,0,40,1,1
22,1,2.8813e+05,2,10,3,4,2,1,1,0,0,35,1,1
46,4,3.4442e+05,11,14,1,14,3,1,0,0,1887,40,1,0
54,3,2.0696e+05,2,10,1,4,3,1,0,0,1977,40,1,0
34,1,1.9809e+05,4,9,1,2,3,1,0,0,0,72,1,1
67,9,1.5026e+05,14,16,1,15,3,1,0,0,0,20,5,0
62,1,5.8848e+05,1,13,1,4,3,1,0,0,0,20,1,0
30,1,1.1336e+05,2,10,1,7,3,1,0,0,0,40,10,1
19,1,2.7055e+05,4,9,3,3,2,1,0,0,0,20,1,1
49,9,31478,9,4,1,15,3,1,0,0,0,99,1,1
